order_id,booking_date,booking_time,booking_hour,booking_day_of_week,collection_date,collection_time,delivery_date,delivery_slot,zone,postal_district,postal_code,latitude,longitude,service,category,quantity,base_price_sgd,delicate_surcharge,express_type,express_multiplier,order_value_sgd,free_delivery,processing_days,processing_label,effort_score,order_status
AST-01876,2025-06-17,20:16,20,Tuesday,2025-06-18,11:30,2025-06-23,12:00-16:00,Boon Lay / Tuas,District 22,66833,1.295567,103.703337,Evening Dress (Deco),Clothing,2,55,0,,1.0,111.18,Yes,4,3-6 days,4,In Progress
AST-01877,2024-09-06,20:20,20,Friday,2024-09-07,16:32,2024-09-10,12:00-16:00,Punggol / Sengkang,District 19,52390,1.408651,103.901044,Dress,Clothing,1,20,4,,1.0,24.5,No,3,3-6 days,2,Completed
AST-01878,2024-09-24,09:30,9,Tuesday,2024-09-24,10:37,2024-09-27,12:00-16:00,Ang Mo Kio / Hougang,District 19,55925,1.383222,103.866114,Dress,Clothing,3,20,0,,1.0,60.27,Yes,3,3-6 days,2,Completed
AST-01879,2024-07-20,16:38,16,Saturday,2024-07-22,11:30,2024-07-25,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,68547,1.391623,103.757957,Pillow / Bolster,Household,2,25,0,,1.0,48.99,Yes,3,3-6 days,2,Completed
AST-01880,2024-05-16,18:03,18,Thursday,2024-05-17,11:30,2024-05-20,15:00-18:00,Woodlands / Marsiling,District 25,73687,1.447265,103.792595,Tie / Bow Tie,Accessories,1,9,0,,1.0,8.74,No,2,1-2 days,1,Completed
AST-01881,2024-05-07,16:17,16,Tuesday,2024-05-08,13:10,2024-05-11,15:00-18:00,Novena / Newton,District 11,25488,1.321554,103.833782,Quilt / Comforter,Household,3,24,0,,1.0,70.64,Yes,3,3-6 days,2,Completed
AST-01882,2024-08-12,10:25,10,Monday,2024-08-12,12:02,2024-08-14,12:00-16:00,Ang Mo Kio / Hougang,District 19,53522,1.37497,103.84689,Shirt / Blouse,Clothing,1,9,0,Next-day,2.0,17.54,No,2,1-2 days,1,Completed
AST-01883,2024-05-25,09:17,9,Saturday,2024-05-25,15:36,2024-05-27,09:00-13:00,Serangoon / Bartley,District 13,31145,1.344332,103.869939,Skirt,Clothing,1,12,0,,1.0,12.09,No,2,1-2 days,1,Completed
AST-01884,2024-07-25,17:13,17,Thursday,2024-07-26,16:53,2024-07-30,09:00-13:00,Jurong East / West,District 22,68953,1.329243,103.701815,Evening Dress (Plain),Clothing,1,45,0,,1.0,46.11,Yes,4,3-6 days,3,Completed
AST-01885,2025-02-28,09:01,9,Friday,2025-02-28,16:56,2025-03-03,09:00-13:00,Serangoon / Bartley,District 13,31882,1.360056,103.863272,Coat / Jacket,Clothing,3,14,0,Same-day,3.0,129.35,Yes,3,3-6 days,2,Completed
AST-01886,2025-06-16,06:00,6,Monday,2025-06-16,09:18,2025-06-19,09:00-13:00,Buona Vista / Holland,District 05,12600,1.308843,103.796124,Quilt / Comforter,Household,1,24,0,,1.0,24.55,No,3,3-6 days,2,In Progress
AST-01887,2024-05-22,13:25,13,Wednesday,2024-05-22,13:24,2024-05-24,15:00-18:00,Bedok / Chai Chee,District 16,45358,1.317178,103.941121,Tie / Bow Tie,Accessories,1,9,0,,1.0,9.07,No,2,1-2 days,1,Completed
AST-01888,2025-03-13,03:45,3,Thursday,2025-03-13,14:16,2025-03-15,12:00-16:00,Jurong East / West,District 22,66342,1.330969,103.726092,Skirt,Clothing,2,12,0,,1.0,23.45,No,2,1-2 days,1,Completed
AST-01889,2025-06-26,20:04,20,Thursday,2025-06-27,12:08,2025-06-30,09:00-13:00,Ang Mo Kio / Hougang,District 19,52750,1.380566,103.856543,Coat / Jacket,Clothing,2,14,0,,1.0,27.47,No,3,3-6 days,2,Pending Delivery
AST-01890,2024-03-08,13:55,13,Friday,2024-03-08,15:14,2024-03-11,12:00-16:00,Ang Mo Kio / Hougang,District 19,55727,1.369269,103.882124,Skirt,Clothing,1,12,0,,1.0,12.21,No,2,1-2 days,1,Completed
AST-01891,2025-03-31,10:59,10,Monday,2025-03-31,16:46,2025-04-01,12:00-16:00,CBD / Tanjong Pagar,District 01,05180,1.288217,103.843896,On-site Mattress (Queen),On-site,1,119,0,,1.0,117.96,Yes,0,Same day,3,Completed
AST-01892,2024-12-03,18:10,18,Tuesday,2024-12-04,09:26,2024-12-05,15:00-18:00,Buona Vista / Holland,District 05,12507,1.298216,103.799982,On-site Mattress (Queen),On-site,2,119,0,,1.0,232.15,Yes,0,Same day,3,Completed
AST-01893,2024-01-17,20:31,20,Wednesday,2024-01-18,10:36,2024-01-22,09:00-13:00,Yishun / Sembawang,District 27,75153,1.441519,103.821688,Dress,Clothing,2,20,0,Same-day,3.0,117.6,Yes,3,3-6 days,2,Completed
AST-01894,2024-05-08,20:40,20,Wednesday,2024-05-09,14:49,2024-05-11,12:00-16:00,CBD / Tanjong Pagar,District 01,03345,1.282506,103.845432,Shirt / Blouse,Clothing,1,9,0,,1.0,9.01,No,2,1-2 days,1,Completed
AST-01895,2025-04-26,07:58,7,Saturday,2025-04-26,09:37,2025-04-28,09:00-13:00,Bedok / Chai Chee,District 16,42255,1.320149,103.938436,Skirt,Clothing,1,12,0,,1.0,11.94,No,2,1-2 days,1,Completed
AST-01896,2024-02-01,15:23,15,Thursday,2024-02-02,14:57,2024-02-05,12:00-16:00,Bishan / Toa Payoh,District 12,30672,1.33641,103.842838,Bedsheet,Household,1,12,0,,1.0,11.87,No,2,1-2 days,1,Completed
AST-01897,2024-08-08,08:10,8,Thursday,2024-08-08,09:14,2024-08-12,09:00-13:00,Serangoon / Bartley,District 13,31980,1.368325,103.875756,Coat / Jacket,Clothing,2,14,0,Same-day,3.0,84.63,Yes,3,3-6 days,2,Completed
AST-01898,2024-07-09,18:22,18,Tuesday,2024-07-10,11:18,2024-07-15,12:00-16:00,Queenstown / Alexandra,District 03,15343,1.279003,103.797184,Canvas Bag / Backpack,Bags & Shoes,2,35,0,,1.0,68.14,Yes,4,3-6 days,2,Completed
AST-01899,2025-04-04,21:27,21,Friday,2025-04-05,09:22,2025-04-08,09:00-13:00,Woodlands / Marsiling,District 25,73550,1.451455,103.800127,Dress,Clothing,2,20,4,,1.0,47.89,Yes,3,3-6 days,2,Completed
AST-01900,2025-03-26,08:01,8,Wednesday,2025-03-26,14:48,2025-03-31,15:00-18:00,CBD / Tanjong Pagar,District 01,01825,1.274591,103.844391,Luxury Shoes / Boots,Bags & Shoes,1,70,0,,1.0,69.45,Yes,5,3-6 days,4,Completed
AST-01901,2024-02-13,20:09,20,Tuesday,2024-02-14,16:25,2024-02-16,12:00-16:00,Bukit Timah / Bukit Batok,District 21,62738,1.345658,103.769526,Shirt / Blouse,Clothing,4,9,0,,1.0,36.34,No,2,1-2 days,1,Completed
AST-01902,2025-03-15,21:39,21,Saturday,2025-03-17,10:37,2025-03-19,12:00-16:00,Marine Parade / Katong,District 14,36391,1.310725,103.914447,Shirt / Blouse,Clothing,1,9,0,Next-day,2.0,18.28,No,2,1-2 days,1,Completed
AST-01903,2024-12-12,16:21,16,Thursday,2024-12-13,12:06,2024-12-25,15:00-18:00,Tampines / Pasir Ris,District 18,50786,1.37794,103.967811,Curtains (with removal),Household,3,64,0,,1.0,191.61,Yes,12,10-14 days,5,Completed
AST-01904,2024-07-31,21:01,21,Wednesday,2024-08-01,15:16,2024-08-05,12:00-16:00,Queenstown / Alexandra,District 03,14666,1.279125,103.827118,Dress,Clothing,2,20,0,,1.0,39.75,No,3,3-6 days,2,Completed
AST-01905,2024-11-26,16:03,16,Tuesday,2024-11-27,12:01,2024-11-30,09:00-13:00,Bukit Timah / Bukit Batok,District 21,63904,1.343306,103.769417,Wintercoat (Waist),Clothing,1,30,0,Next-day,2.0,60.11,Yes,3,3-6 days,2,Completed
AST-01906,2024-05-28,09:27,9,Tuesday,2024-05-28,10:04,2024-05-31,15:00-18:00,Marine Parade / Katong,District 14,37616,1.300596,103.882241,Sofa Cover (3-Seater),Household,1,30,0,Same-day,3.0,87.71,Yes,3,3-6 days,2,Completed
AST-01907,2024-09-14,18:24,18,Saturday,2024-09-16,13:13,2024-09-19,12:00-16:00,CBD / Tanjong Pagar,District 01,02409,1.276758,103.851979,Cheongsam,Traditional,3,25,0,Next-day,2.0,149.11,Yes,3,3-6 days,2,Completed
AST-01908,2024-02-08,08:18,8,Thursday,2024-02-08,16:31,2024-02-12,09:00-13:00,Queenstown / Alexandra,District 03,16658,1.302993,103.807693,Pillow / Bolster,Household,2,25,0,,1.0,50.12,Yes,3,3-6 days,2,Completed
AST-01909,2024-04-11,23:27,23,Thursday,2024-04-12,12:45,2024-04-16,12:00-16:00,Serangoon / Bartley,District 13,31515,1.344093,103.884423,Evening Dress (Plain),Clothing,1,45,0,,1.0,44.15,Yes,4,3-6 days,3,Completed
AST-01910,2024-01-06,18:23,18,Saturday,2024-01-08,16:31,2024-01-18,15:00-18:00,Jurong East / West,District 22,68453,1.349634,103.705783,Carpet / Rug,Household,3,80,0,,1.0,237.06,Yes,10,10-14 days,4,Completed
AST-01911,2024-02-14,09:32,9,Wednesday,2024-02-14,16:45,2024-02-17,12:00-16:00,Bedok / Chai Chee,District 16,45193,1.337261,103.931472,Pillow / Bolster,Household,2,25,0,Next-day,2.0,101.35,Yes,3,3-6 days,2,Completed
AST-01912,2024-12-02,13:07,13,Monday,2024-12-02,14:40,2024-12-05,09:00-13:00,Yishun / Sembawang,District 27,77940,1.405229,103.85159,Dress,Clothing,2,20,0,,1.0,40.9,Yes,3,3-6 days,2,Completed
AST-01913,2025-02-24,14:01,14,Monday,2025-02-24,15:45,2025-02-27,15:00-18:00,Choa Chu Kang / Bukit Panjang,District 23,68322,1.380853,103.771728,Graduation Gown,Traditional,1,20,0,,1.0,20.59,No,3,3-6 days,2,Completed
AST-01914,2024-05-13,12:28,12,Monday,2024-05-13,13:25,2024-05-17,09:00-13:00,Ang Mo Kio / Hougang,District 19,57949,1.384987,103.866761,Non-Leather Shoes,Bags & Shoes,2,55,0,Next-day,2.0,217.75,Yes,4,3-6 days,3,Completed
AST-01915,2024-10-16,21:33,21,Wednesday,2024-10-17,15:10,2024-10-21,12:00-16:00,Buona Vista / Holland,District 05,13161,1.30282,103.79357,Quilt / Comforter,Household,5,24,0,,1.0,122.79,Yes,3,3-6 days,2,Completed
AST-01916,2024-09-30,22:13,22,Monday,2024-10-01,15:10,2024-10-04,09:00-13:00,Tampines / Pasir Ris,District 18,50405,1.384665,103.968564,Quilt / Comforter,Household,2,24,0,,1.0,48.58,Yes,3,3-6 days,2,Completed
AST-01917,2025-03-21,08:54,8,Friday,2025-03-21,09:50,2025-03-24,12:00-16:00,Geylang / Eunos,District 14,35106,1.324449,103.881428,Pillow / Bolster,Household,2,25,0,,1.0,51.14,Yes,3,3-6 days,2,Completed
AST-01918,2024-11-02,08:30,8,Saturday,2024-11-02,09:08,2024-11-04,15:00-18:00,Jurong East / West,District 22,67540,1.335807,103.711944,Trousers / Shorts,Clothing,1,9,0,Same-day,3.0,26.43,No,2,1-2 days,1,Completed
AST-01919,2024-05-23,18:43,18,Thursday,2024-05-24,09:01,2024-05-27,12:00-16:00,Bukit Timah / Bukit Batok,District 21,60125,1.367695,103.781324,Trousers / Shorts,Clothing,2,9,0,Next-day,2.0,35.84,No,2,1-2 days,1,Completed
AST-01920,2024-07-09,18:30,18,Tuesday,2024-07-10,12:34,2024-07-15,15:00-18:00,Novena / Newton,District 11,25488,1.315425,103.834596,Luxury Bag (XS),Bags & Shoes,4,80,0,3-Hour,3.0,964.91,Yes,5,3-6 days,4,Completed
AST-01921,2024-03-13,17:41,17,Wednesday,2024-03-14,12:24,2024-03-16,15:00-18:00,Marine Parade / Katong,District 14,35560,1.307694,103.903552,Bedsheet,Household,4,12,0,Next-day,2.0,98.53,Yes,2,1-2 days,1,Completed
AST-01922,2025-02-14,18:58,18,Friday,2025-02-15,09:20,2025-02-18,12:00-16:00,CBD / Tanjong Pagar,District 01,03345,1.282322,103.850105,Dress,Clothing,1,20,0,,1.0,19.79,No,3,3-6 days,2,Completed
AST-01923,2024-10-01,22:49,22,Tuesday,2024-10-02,14:14,2024-10-12,12:00-16:00,Tampines / Pasir Ris,District 18,49258,1.369336,103.938875,Curtains (no removal),Household,2,56,0,,1.0,110.25,Yes,10,7-14 days,4,Completed
AST-01924,2024-07-29,18:49,18,Monday,2024-07-30,15:42,2024-08-02,15:00-18:00,Jurong East / West,District 22,65455,1.356348,103.717899,Coat / Jacket,Clothing,2,14,0,,1.0,27.22,No,3,3-6 days,2,Completed
AST-01925,2025-06-06,23:09,23,Friday,2025-06-07,12:50,2025-06-09,09:00-13:00,Buona Vista / Holland,District 05,12460,1.300893,103.804786,Trousers / Shorts,Clothing,1,9,0,,1.0,9.07,No,2,1-2 days,1,Completed
AST-01926,2025-04-24,09:46,9,Thursday,2025-04-24,15:19,2025-04-26,12:00-16:00,Marine Parade / Katong,District 14,34718,1.311306,103.879467,Trousers / Shorts,Clothing,2,9,0,,1.0,17.51,No,2,1-2 days,1,Completed
AST-01927,2024-12-26,08:07,8,Thursday,2024-12-26,14:30,2024-12-30,15:00-18:00,Bedok / Chai Chee,District 16,43378,1.315185,103.938882,Wintercoat (Waist),Clothing,4,30,0,,1.0,122.27,Yes,3,3-6 days,2,Completed
AST-01928,2024-06-10,21:23,21,Monday,2024-06-11,11:39,2024-06-13,12:00-16:00,Woodlands / Marsiling,District 25,73697,1.441076,103.785441,Sweater / Cardigan,Clothing,2,9,0,3-Hour,3.0,53.89,Yes,2,1-2 days,1,Completed
AST-01929,2024-11-28,21:03,21,Thursday,2024-11-29,14:06,2024-12-02,15:00-18:00,Bishan / Toa Payoh,District 12,28308,1.322725,103.846616,Dress,Clothing,2,20,0,,1.0,40.6,Yes,3,3-6 days,2,Completed
AST-01930,2024-05-13,22:25,22,Monday,2024-05-14,11:02,2024-05-20,09:00-13:00,Jurong East / West,District 22,66716,1.351193,103.724154,Luxury Bag (XS),Bags & Shoes,1,80,0,,1.0,81.09,Yes,5,3-6 days,4,Completed
AST-01931,2024-05-10,15:48,15,Friday,2024-05-11,14:27,2024-05-14,12:00-16:00,Serangoon / Bartley,District 13,31126,1.343906,103.890303,Pillow / Bolster,Household,1,25,0,,1.0,25.24,No,3,3-6 days,2,Completed
AST-01932,2025-03-20,18:01,18,Thursday,2025-03-21,09:10,2025-03-24,09:00-13:00,Bedok / Chai Chee,District 16,43177,1.329248,103.920242,Trousers / Shorts,Clothing,1,9,0,,1.0,9.12,No,2,1-2 days,1,Completed
AST-01933,2025-02-20,08:59,8,Thursday,2025-02-20,12:24,2025-02-22,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,69881,1.400671,103.750043,Bedsheet,Household,3,12,0,Next-day,2.0,73.22,Yes,2,1-2 days,1,Completed
AST-01934,2025-03-17,00:55,0,Monday,2025-03-17,11:12,2025-03-20,15:00-18:00,Bishan / Toa Payoh,District 12,28911,1.335819,103.845787,Saree Suit (2pc),Traditional,1,29,0,,1.0,29.34,No,3,3-6 days,2,Completed
AST-01935,2024-09-18,22:09,22,Wednesday,2024-09-19,14:30,2024-09-21,09:00-13:00,Clementi / West Coast,District 05,11699,1.303216,103.755715,Bedsheet,Household,1,12,0,Next-day,2.0,23.43,No,2,1-2 days,1,Completed
AST-01936,2024-11-27,22:12,22,Wednesday,2024-11-28,15:47,2024-11-30,15:00-18:00,Clementi / West Coast,District 05,12736,1.297252,103.752726,Trousers / Shorts,Clothing,1,9,0,Next-day,2.0,17.64,No,2,1-2 days,1,Completed
AST-01937,2024-12-19,21:11,21,Thursday,2024-12-20,13:17,2024-12-23,15:00-18:00,Tampines / Pasir Ris,District 18,50535,1.377613,103.95129,Skirt,Clothing,1,12,0,,1.0,12.04,No,2,1-2 days,1,Completed
AST-01938,2024-10-18,09:47,9,Friday,2024-10-18,14:56,2024-10-21,15:00-18:00,CBD / Tanjong Pagar,District 01,05993,1.293549,103.856188,Wintercoat (Below),Clothing,4,40,0,,1.0,164.71,Yes,3,3-6 days,3,Completed
AST-01939,2024-11-09,21:34,21,Saturday,2024-11-11,10:23,2024-11-14,09:00-13:00,Orchard / River Valley,District 09,20378,1.304436,103.821137,Saree Suit (2pc),Traditional,3,29,0,,1.0,88.49,Yes,3,3-6 days,2,Completed
AST-01940,2025-02-07,11:34,11,Friday,2025-02-07,09:03,2025-02-10,12:00-16:00,Geylang / Eunos,District 14,36423,1.338828,103.895557,Coat / Jacket,Clothing,2,14,0,,1.0,27.33,No,3,3-6 days,2,Completed
AST-01941,2025-06-24,10:14,10,Tuesday,2025-06-24,10:00,2025-07-07,12:00-16:00,Boon Lay / Tuas,District 22,65619,1.31334,103.70028,Curtains (with removal),Household,4,64,0,,1.0,255.79,Yes,12,10-14 days,5,In Progress
AST-01942,2024-02-01,20:28,20,Thursday,2024-02-02,15:01,2024-02-05,12:00-16:00,Bedok / Chai Chee,District 16,43192,1.332354,103.925313,Skirt,Clothing,1,12,0,,1.0,12.17,No,2,1-2 days,1,Completed
AST-01943,2024-11-15,22:19,22,Friday,2024-11-16,14:57,2024-11-19,12:00-16:00,Woodlands / Marsiling,District 25,73193,1.454053,103.793019,Overalls / Jumpsuit,Clothing,1,20,0,,1.0,19.78,No,3,3-6 days,2,Completed
AST-01944,2024-11-25,22:57,22,Monday,2024-11-26,09:25,2024-11-28,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,67260,1.381954,103.742024,Trousers / Shorts,Clothing,1,9,0,,1.0,8.78,No,2,1-2 days,1,Completed
AST-01945,2024-06-12,21:08,21,Wednesday,2024-06-13,10:35,2024-06-15,15:00-18:00,CBD / Tanjong Pagar,District 01,01249,1.286618,103.851109,Sweater / Cardigan,Clothing,1,9,0,,1.0,8.98,No,2,1-2 days,1,Completed
AST-01946,2025-05-13,22:42,22,Tuesday,2025-05-14,09:49,2025-05-17,15:00-18:00,Serangoon / Bartley,District 13,31565,1.34375,103.871968,Overalls / Jumpsuit,Clothing,1,20,0,,1.0,19.5,No,3,3-6 days,2,Completed
AST-01947,2024-09-12,14:48,14,Thursday,2024-09-12,14:43,2024-09-14,09:00-13:00,Jurong East / West,District 22,66835,1.338005,103.699983,Bedsheet,Household,2,12,0,,1.0,24.21,No,2,1-2 days,1,Completed
AST-01948,2024-02-15,13:55,13,Thursday,2024-02-15,15:48,2024-02-24,12:00-16:00,Punggol / Sengkang,District 19,57533,1.407635,103.890475,Stuffed Toy (31-60cm),Household,2,20,0,,1.0,39.16,No,9,7-14 days,4,Completed
AST-01949,2024-06-08,22:51,22,Saturday,2024-06-10,09:48,2024-06-14,15:00-18:00,Bishan / Toa Payoh,District 12,28458,1.329029,103.839648,Canvas Bag / Backpack,Bags & Shoes,2,35,0,,1.0,71.99,Yes,4,3-6 days,2,Completed
AST-01950,2024-12-26,03:04,3,Thursday,2024-12-26,09:34,2024-12-30,15:00-18:00,Bishan / Toa Payoh,District 12,30344,1.327188,103.841806,Evening Dress (Plain),Clothing,3,45,0,,1.0,131.43,Yes,4,3-6 days,3,Completed
AST-01951,2025-04-19,09:07,9,Saturday,2025-04-19,15:37,2025-04-21,12:00-16:00,Orchard / River Valley,District 09,20732,1.304369,103.838081,Bedsheet,Household,1,12,0,,1.0,12.27,No,2,1-2 days,1,Completed
AST-01952,2024-08-22,22:45,22,Thursday,2024-08-23,09:07,2024-08-26,15:00-18:00,Woodlands / Marsiling,District 25,73242,1.433683,103.800897,Pillow / Bolster,Household,2,25,0,,1.0,49.59,Yes,3,3-6 days,2,Completed
AST-01953,2025-02-22,08:23,8,Saturday,2025-02-22,09:23,2025-03-04,12:00-16:00,Yishun / Sembawang,District 27,75228,1.434505,103.85006,Feathered Item,Special,3,60,0,,1.0,185.39,Yes,10,10-14 days,5,Completed
AST-01954,2024-07-29,22:08,22,Monday,2024-07-30,13:42,2024-08-02,12:00-16:00,Bishan / Toa Payoh,District 12,28844,1.353439,103.832279,Quilt / Comforter,Household,3,24,0,,1.0,70.95,Yes,3,3-6 days,2,Completed
AST-01955,2025-06-25,16:00,16,Wednesday,2025-06-26,10:29,2025-06-28,12:00-16:00,Novena / Newton,District 11,27562,1.3132,103.821993,Trousers / Shorts,Clothing,2,9,0,Next-day,2.0,36.0,No,2,1-2 days,1,Pending Delivery
AST-01956,2024-01-05,08:01,8,Friday,2024-01-05,15:41,2024-01-06,12:00-16:00,Orchard / River Valley,District 09,20378,1.298816,103.818326,Zip Replacement,Alterations,3,12,0,,1.0,35.75,No,1,1-2 days,1,Completed
AST-01957,2025-06-10,11:07,11,Tuesday,2025-06-10,09:06,2025-06-20,15:00-18:00,Tampines / Pasir Ris,District 18,50535,1.371304,103.961609,Curtains (no removal),Household,3,56,0,,1.0,171.57,Yes,10,7-14 days,4,Completed
AST-01958,2024-09-12,04:56,4,Thursday,2024-09-12,16:49,2024-09-16,12:00-16:00,Tampines / Pasir Ris,District 18,51703,1.378034,103.959463,Non-Leather Shoes,Bags & Shoes,3,55,0,Same-day,3.0,482.02,Yes,4,3-6 days,3,Completed
AST-01959,2024-08-19,17:31,17,Monday,2024-08-20,12:01,2024-08-22,12:00-16:00,Punggol / Sengkang,District 19,56955,1.384758,103.899333,Trousers / Shorts,Clothing,1,9,0,,1.0,9.07,No,2,1-2 days,1,Completed
AST-01960,2024-02-20,22:41,22,Tuesday,2024-02-21,11:38,2024-02-23,15:00-18:00,Marine Parade / Katong,District 14,37795,1.2913,103.887755,Sweater / Cardigan,Clothing,4,9,0,,1.0,35.64,No,2,1-2 days,1,Completed
AST-01961,2024-08-17,21:30,21,Saturday,2024-08-19,14:48,2024-08-21,15:00-18:00,Bukit Timah / Bukit Batok,District 21,64919,1.343495,103.763261,Bedsheet,Household,4,12,0,,1.0,49.41,Yes,2,1-2 days,1,Completed
AST-01962,2024-12-21,11:05,11,Saturday,2024-12-21,14:36,2024-12-23,12:00-16:00,Buona Vista / Holland,District 05,12564,1.320774,103.795672,Bedsheet,Household,1,12,0,,1.0,12.33,No,2,1-2 days,1,Completed
AST-01963,2025-05-05,09:08,9,Monday,2025-05-05,09:27,2025-05-08,09:00-13:00,Jurong East / West,District 22,68232,1.341388,103.740622,Baju Kurung (2pc),Traditional,1,32,0,,1.0,32.45,No,3,3-6 days,2,Completed
AST-01964,2024-03-26,13:52,13,Tuesday,2024-03-26,16:25,2024-03-28,09:00-13:00,Tampines / Pasir Ris,District 18,50564,1.34674,103.92382,Tie / Bow Tie,Accessories,1,9,0,,1.0,9.18,No,2,1-2 days,1,Completed
AST-01965,2025-03-08,23:58,23,Saturday,2025-03-10,11:53,2025-03-11,15:00-18:00,Serangoon / Bartley,District 13,31949,1.362108,103.880897,On-site Mattress (Queen),On-site,2,119,0,,1.0,231.58,Yes,0,Same day,3,Completed
AST-01966,2024-12-20,09:51,9,Friday,2024-12-20,11:59,2024-12-23,15:00-18:00,Woodlands / Marsiling,District 25,73458,1.436623,103.803605,Scarf / Shawl,Accessories,2,12,0,Same-day,3.0,73.94,Yes,2,1-2 days,1,Completed
AST-01967,2024-08-05,22:58,22,Monday,2024-08-06,14:51,2024-08-09,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,68690,1.37671,103.76415,Quilt / Comforter,Household,5,24,0,,1.0,117.01,Yes,3,3-6 days,2,Completed
AST-01968,2025-05-13,14:20,14,Tuesday,2025-05-13,16:57,2025-05-16,09:00-13:00,Bukit Timah / Bukit Batok,District 21,62445,1.335246,103.780482,Dress,Clothing,2,20,0,,1.0,39.7,No,3,3-6 days,2,Completed
AST-01969,2024-04-20,18:20,18,Saturday,2024-04-22,14:13,2024-04-25,15:00-18:00,Buona Vista / Holland,District 05,12230,1.304035,103.77631,Wintercoat (Below),Clothing,3,40,0,,1.0,117.51,Yes,3,3-6 days,3,Completed
AST-01970,2024-10-09,21:46,21,Wednesday,2024-10-10,13:36,2024-10-12,12:00-16:00,Tampines / Pasir Ris,District 18,49489,1.385284,103.95531,Trousers / Shorts,Clothing,1,9,0,,1.0,8.83,No,2,1-2 days,1,Completed
AST-01971,2024-01-01,14:20,14,Monday,2024-01-01,13:15,2024-01-03,09:00-13:00,Bishan / Toa Payoh,District 12,28169,1.347912,103.838187,Bedsheet,Household,1,12,0,Next-day,2.0,23.55,No,2,1-2 days,1,Completed
AST-01972,2024-09-30,08:27,8,Monday,2024-09-30,15:16,2024-10-03,09:00-13:00,Tampines / Pasir Ris,District 18,49472,1.362757,103.926951,Baju Kurung (2pc),Traditional,1,32,0,Next-day,2.0,64.45,Yes,3,3-6 days,2,Completed
AST-01973,2025-06-11,21:57,21,Wednesday,2025-06-12,15:52,2025-06-16,12:00-16:00,CBD / Tanjong Pagar,District 01,05162,1.281137,103.85358,Saree Suit (2pc),Traditional,1,29,0,,1.0,28.55,No,3,3-6 days,2,Completed
AST-01974,2025-02-28,16:47,16,Friday,2025-03-01,16:31,2025-03-04,09:00-13:00,Choa Chu Kang / Bukit Panjang,District 23,69526,1.389114,103.749545,Wintercoat (Waist),Clothing,4,30,0,,1.0,120.48,Yes,3,3-6 days,2,Completed
AST-01975,2024-04-08,18:40,18,Monday,2024-04-09,15:51,2024-04-12,12:00-16:00,Clementi / West Coast,District 05,13356,1.312288,103.764103,Dress,Clothing,5,20,4,Next-day,2.0,223.29,Yes,3,3-6 days,2,Completed
AST-01976,2024-04-10,01:12,1,Wednesday,2024-04-10,10:29,2024-04-13,09:00-13:00,Tampines / Pasir Ris,District 18,50808,1.365284,103.923286,Overalls / Jumpsuit,Clothing,3,20,0,,1.0,61.38,Yes,3,3-6 days,2,Completed
AST-01977,2024-09-24,18:39,18,Tuesday,2024-09-25,11:37,2024-09-28,09:00-13:00,Novena / Newton,District 11,25736,1.327986,103.837477,Baju Kurung (2pc),Traditional,4,32,0,3-Hour,3.0,375.15,Yes,3,3-6 days,2,Completed
AST-01978,2024-12-02,23:08,23,Monday,2024-12-03,13:33,2024-12-06,15:00-18:00,Clementi / West Coast,District 05,11837,1.320585,103.763743,Dress,Clothing,3,20,0,,1.0,60.46,Yes,3,3-6 days,2,Completed
AST-01979,2025-04-10,15:18,15,Thursday,2025-04-11,15:00,2025-04-14,15:00-18:00,Marine Parade / Katong,District 14,36507,1.303916,103.892929,Trousers / Shorts,Clothing,1,9,0,,1.0,8.98,No,2,1-2 days,1,Completed
AST-01980,2024-08-12,22:24,22,Monday,2024-08-13,16:59,2024-08-16,12:00-16:00,Woodlands / Marsiling,District 25,73845,1.432338,103.778291,Dress,Clothing,1,20,0,,1.0,19.49,No,3,3-6 days,2,Completed
AST-01981,2024-08-24,20:51,20,Saturday,2024-08-26,09:55,2024-08-29,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,68919,1.407813,103.760784,Overalls / Jumpsuit,Clothing,4,20,0,,1.0,78.52,Yes,3,3-6 days,2,Completed
AST-01982,2024-02-24,22:15,22,Saturday,2024-02-26,12:33,2024-02-28,12:00-16:00,Marine Parade / Katong,District 14,37590,1.303842,103.906381,Skirt,Clothing,2,12,0,,1.0,24.31,No,2,1-2 days,1,Completed
AST-01983,2024-01-09,19:42,19,Tuesday,2024-01-10,11:03,2024-01-19,12:00-16:00,Serangoon / Bartley,District 13,31771,1.346236,103.867404,Stuffed Toy (<30cm),Household,5,10,0,,1.0,50.35,Yes,9,7-14 days,3,Completed
AST-01984,2025-04-26,21:51,21,Saturday,2025-04-28,09:41,2025-05-01,15:00-18:00,Novena / Newton,District 11,26205,1.315266,103.832992,Wintercoat (Waist),Clothing,4,30,0,,1.0,122.75,Yes,3,3-6 days,2,Completed
